# x,y,Moho
5.875000000000000000e+05,2.011430000000000000e+06,1.120479209496640942e+04
5.950000000000000000e+05,2.011430000000000000e+06,1.100479209496640760e+04
6.025000000000000000e+05,2.011430000000000000e+06,1.087145876034000867e+04
6.100000000000000000e+05,2.011430000000000000e+06,1.075239604748320380e+04
6.175000000000000000e+05,2.011430000000000000e+06,1.065239604748320380e+04
6.250000000000000000e+05,2.011430000000000000e+06,1.055239604748320562e+04
6.325000000000000000e+05,2.011430000000000000e+06,1.045239604748320562e+04
6.400000000000000000e+05,2.011430000000000000e+06,1.041906271285680486e+04
6.475000000000000000e+05,2.011430000000000000e+06,1.035239604748320562e+04
6.550000000000000000e+05,2.011430000000000000e+06,1.031906271285680486e+04
6.625000000000000000e+05,2.011430000000000000e+06,1.030000000000000000e+04
6.700000000000000000e+05,2.011430000000000000e+06,1.023333333462640076e+04
6.775000000000000000e+05,2.011430000000000000e+06,1.020000000000000000e+04
6.850000000000000000e+05,2.011430000000000000e+06,1.020000000000000000e+04
6.925000000000000000e+05,2.011430000000000000e+06,1.013333333462640076e+04
7.000000000000000000e+05,2.011430000000000000e+06,1.010000000000000000e+04
7.075000000000000000e+05,2.011430000000000000e+06,1.003333333462639894e+04
7.150000000000000000e+05,2.011430000000000000e+06,1.000000000000000000e+04
7.225000000000000000e+05,2.011430000000000000e+06,1.000000000000000000e+04
7.300000000000000000e+05,2.011430000000000000e+06,1.000000000000000000e+04
7.375000000000000000e+05,2.011430000000000000e+06,1.004760395251679438e+04
7.450000000000000000e+05,2.011430000000000000e+06,1.014760395251679620e+04
7.525000000000000000e+05,2.011430000000000000e+06,1.024760395251679620e+04
7.600000000000000000e+05,2.011430000000000000e+06,1.036666666537359924e+04
7.675000000000000000e+05,2.011430000000000000e+06,1.053333333074719849e+04
7.750000000000000000e+05,2.011430000000000000e+06,1.071427061789039544e+04
7.825000000000000000e+05,2.011430000000000000e+06,1.091427061789039544e+04
7.900000000000000000e+05,2.011430000000000000e+06,1.118093728326399469e+04
7.975000000000000000e+05,2.011430000000000000e+06,1.141427061789039544e+04
8.050000000000000000e+05,2.011430000000000000e+06,1.168093728326399469e+04
8.125000000000000000e+05,2.011430000000000000e+06,1.196187457040719164e+04
8.200000000000000000e+05,2.011430000000000000e+06,1.219520790503358876e+04
8.275000000000000000e+05,2.011430000000000000e+06,1.246187457040719164e+04
8.350000000000000000e+05,2.011430000000000000e+06,1.269520790503359058e+04
8.425000000000000000e+05,2.011430000000000000e+06,1.294281185755038678e+04
8.500000000000000000e+05,2.011430000000000000e+06,1.310947852680318829e+04
8.575000000000000000e+05,2.011430000000000000e+06,1.327614519217678753e+04
8.650000000000000000e+05,2.011430000000000000e+06,1.340947852680318465e+04
8.725000000000000000e+05,2.011430000000000000e+06,1.344281186142958541e+04
8.800000000000000000e+05,2.011430000000000000e+06,1.350947852680318647e+04
8.875000000000000000e+05,2.011430000000000000e+06,1.347614519605598616e+04
8.950000000000000000e+05,2.011430000000000000e+06,1.346187457428639027e+04
9.025000000000000000e+05,2.011430000000000000e+06,1.346187457428639027e+04
9.100000000000000000e+05,2.011430000000000000e+06,1.341427062176959589e+04
9.175000000000000000e+05,2.011430000000000000e+06,1.338093728714319514e+04
9.250000000000000000e+05,2.011430000000000000e+06,1.338093728714319514e+04
9.325000000000000000e+05,2.011430000000000000e+06,1.338093728714319695e+04
9.400000000000000000e+05,2.011430000000000000e+06,1.342854123965999133e+04
9.475000000000000000e+05,2.011430000000000000e+06,1.346187457428639027e+04
9.550000000000000000e+05,2.011430000000000000e+06,1.352854123965998951e+04
9.625000000000000000e+05,2.011430000000000000e+06,1.356187457428639209e+04
9.700000000000000000e+05,2.011430000000000000e+06,1.364760395251679438e+04
9.775000000000000000e+05,2.011430000000000000e+06,1.374760395251679438e+04
9.850000000000000000e+05,2.011430000000000000e+06,1.384760395251679438e+04
9.925000000000000000e+05,2.011430000000000000e+06,1.394760395251679438e+04
1.000000000000000000e+06,2.011430000000000000e+06,1.406666666537359924e+04
1.007500000000000000e+06,2.011430000000000000e+06,1.416666666537360106e+04
1.015000000000000000e+06,2.011430000000000000e+06,1.433333333074719849e+04
1.022500000000000000e+06,2.011430000000000000e+06,1.446666666537359924e+04
1.030000000000000000e+06,2.011430000000000000e+06,1.456666666537359924e+04
1.037500000000000000e+06,2.011430000000000000e+06,1.468572937823040411e+04
1.045000000000000000e+06,2.011430000000000000e+06,1.478572937823040411e+04
1.052500000000000000e+06,2.011430000000000000e+06,1.488572937823040411e+04
1.060000000000000000e+06,2.011430000000000000e+06,1.498572937823040411e+04
1.067500000000000000e+06,2.011430000000000000e+06,1.503812542571360973e+04
1.075000000000000000e+06,2.011430000000000000e+06,1.510479209108720897e+04
1.082500000000000000e+06,2.011430000000000000e+06,1.513812542571360791e+04
1.090000000000000000e+06,2.011430000000000000e+06,1.520479209108720897e+04
1.097500000000000000e+06,2.011430000000000000e+06,1.523812542571360791e+04
1.105000000000000000e+06,2.011430000000000000e+06,1.532385480394401384e+04
1.112500000000000000e+06,2.011430000000000000e+06,1.533812542571360973e+04
1.120000000000000000e+06,2.011430000000000000e+06,1.542385480394401384e+04
1.127500000000000000e+06,2.011430000000000000e+06,1.545718813857041278e+04
1.135000000000000000e+06,2.011430000000000000e+06,1.552385480394401202e+04
1.142500000000000000e+06,2.011430000000000000e+06,1.562385480394401384e+04
1.150000000000000000e+06,2.011430000000000000e+06,1.565718813857041459e+04
1.157500000000000000e+06,2.011430000000000000e+06,1.572385480394401384e+04
1.165000000000000000e+06,2.011430000000000000e+06,1.582385480394401202e+04
1.172500000000000000e+06,2.011430000000000000e+06,1.592385480394401384e+04
1.180000000000000000e+06,2.011430000000000000e+06,1.595718813857041459e+04
1.187500000000000000e+06,2.011430000000000000e+06,1.604291751680081688e+04
1.195000000000000000e+06,2.011430000000000000e+06,1.612385480394401384e+04
1.202500000000000000e+06,2.011430000000000000e+06,1.622385480394401384e+04
1.210000000000000000e+06,2.011430000000000000e+06,1.625718813857041096e+04
1.217500000000000000e+06,2.011430000000000000e+06,1.625718813857041096e+04
1.225000000000000000e+06,2.011430000000000000e+06,1.625718813857041096e+04
1.232500000000000000e+06,2.011430000000000000e+06,1.625718813857041278e+04
1.240000000000000000e+06,2.011430000000000000e+06,1.623812542571360791e+04
1.247500000000000000e+06,2.011430000000000000e+06,1.617145876034001049e+04
1.255000000000000000e+06,2.011430000000000000e+06,1.613812542571360973e+04
1.262500000000000000e+06,2.011430000000000000e+06,1.607145876034000867e+04
1.270000000000000000e+06,2.011430000000000000e+06,1.603812542571360973e+04
1.277500000000000000e+06,2.011430000000000000e+06,1.595239604748320562e+04
1.285000000000000000e+06,2.011430000000000000e+06,1.590000000000000000e+04
1.292500000000000000e+06,2.011430000000000000e+06,1.590000000000000000e+04
1.300000000000000000e+06,2.011430000000000000e+06,1.581427062176959589e+04
1.307500000000000000e+06,2.011430000000000000e+06,1.578093728714319514e+04
1.315000000000000000e+06,2.011430000000000000e+06,1.578093728714319514e+04
1.322500000000000000e+06,2.011430000000000000e+06,1.578093728714319514e+04
1.330000000000000000e+06,2.011430000000000000e+06,1.576187457428639027e+04
1.337500000000000000e+06,2.011430000000000000e+06,1.576187457428639027e+04
1.345000000000000000e+06,2.011430000000000000e+06,1.571427062176959589e+04
1.352500000000000000e+06,2.011430000000000000e+06,1.568093728714319514e+04
1.360000000000000000e+06,2.011430000000000000e+06,1.566187457428639027e+04
1.367500000000000000e+06,2.011430000000000000e+06,1.566187457428639027e+04
